epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,2402.74,0.67192,0.37438,0.8569,0.89855,0.81846,0.8791,0.70452,0.70414,0.40257,0.90088,0.000671301,0.000671301,0.000671301
183,2415.83,0.65824,0.37267,0.85622,0.93997,0.8201,0.88031,0.72277,0.70043,0.40515,0.89874,0.0006658,0.0006658,0.0006658
184,2428.91,0.67137,0.38082,0.86235,0.93407,0.82103,0.89763,0.73281,0.69957,0.39754,0.89688,0.000660299,0.000660299,0.000660299
185,2441.99,0.67706,0.38007,0.85959,0.95936,0.82076,0.89979,0.72086,0.70789,0.40195,0.90072,0.000654798,0.000654798,0.000654798
186,2455.02,0.66522,0.37761,0.86276,0.96921,0.80557,0.89963,0.72169,0.69965,0.39179,0.89733,0.000649297,0.000649297,0.000649297
187,2468.08,0.66273,0.3691,0.85515,0.95625,0.82738,0.89628,0.724,0.70237,0.38651,0.89862,0.000643795,0.000643795,0.000643795
188,2481.26,0.66642,0.3778,0.86038,0.94359,0.79387,0.88688,0.73233,0.69297,0.39311,0.89496,0.000638294,0.000638294,0.000638294
189,2494.3,0.65212,0.36549,0.85731,0.90005,0.81854,0.90651,0.73944,0.69643,0.40106,0.89627,0.000632793,0.000632793,0.000632793
190,2507.31,0.65581,0.37053,0.85679,0.94084,0.81627,0.90264,0.72446,0.69949,0.3984,0.89772,0.000627292,0.000627292,0.000627292
191,2520.41,0.66286,0.37472,0.85736,0.92771,0.81204,0.88549,0.72356,0.70218,0.39949,0.899,0.000621791,0.000621791,0.000621791
192,2533.47,0.66259,0.37402,0.85803,0.89265,0.82107,0.89096,0.7184,0.70592,0.40463,0.89877,0.00061629,0.00061629,0.00061629
193,2546.53,0.65657,0.37478,0.85556,0.96638,0.78969,0.89127,0.72076,0.70166,0.40312,0.89837,0.000610789,0.000610789,0.000610789
194,2559.53,0.65476,0.36642,0.85717,0.84766,0.85542,0.88903,0.73166,0.70868,0.40095,0.89926,0.000605288,0.000605288,0.000605288
195,2572.59,0.66232,0.37603,0.8581,0.87424,0.8455,0.88572,0.73261,0.70604,0.40464,0.89884,0.000599787,0.000599787,0.000599787
196,2585.63,0.65599,0.37093,0.85546,0.88143,0.84237,0.87718,0.72639,0.6992,0.40188,0.89509,0.000594286,0.000594286,0.000594286
197,2598.71,0.6553,0.37542,0.855,0.88839,0.83823,0.87735,0.72275,0.70343,0.40181,0.8957,0.000588784,0.000588784,0.000588784
198,2611.77,0.65276,0.37485,0.85717,0.89749,0.82471,0.88227,0.7302,0.70325,0.40035,0.89541,0.000583283,0.000583283,0.000583283
199,2625.01,0.65866,0.37398,0.8594,0.95518,0.82621,0.88614,0.7289,0.70266,0.39777,0.898,0.000577782,0.000577782,0.000577782
200,2638.04,0.66358,0.37329,0.85965,0.92827,0.77337,0.87696,0.73034,0.69808,0.39685,0.89945,0.000572281,0.000572281,0.000572281
201,2651.1,0.64995,0.36631,0.85678,0.90066,0.76882,0.88744,0.72609,0.69915,0.40132,0.8989,0.00056678,0.00056678,0.00056678
202,2664.12,0.64609,0.36376,0.85301,0.89586,0.83102,0.88404,0.72227,0.69894,0.39738,0.89993,0.000561279,0.000561279,0.000561279
203,2677.24,0.65159,0.36683,0.85548,0.87748,0.77394,0.88564,0.7278,0.69997,0.39874,0.90106,0.000555778,0.000555778,0.000555778
204,2690.26,0.64434,0.36266,0.85388,0.90006,0.76415,0.88323,0.72549,0.70219,0.39894,0.90215,0.000550277,0.000550277,0.000550277
205,2703.31,0.6488,0.36215,0.85896,0.88921,0.83902,0.89312,0.75003,0.70483,0.39707,0.90056,0.000544776,0.000544776,0.000544776
206,2716.72,0.64954,0.36457,0.85726,0.90208,0.82196,0.89286,0.73374,0.7009,0.39696,0.90098,0.000539275,0.000539275,0.000539275
207,2729.85,0.65257,0.37696,0.86128,0.89754,0.80794,0.88386,0.72739,0.69712,0.39927,0.89846,0.000533773,0.000533773,0.000533773
208,2743.01,0.64416,0.36002,0.85267,0.9003,0.8246,0.8812,0.72442,0.70262,0.40025,0.89953,0.000528272,0.000528272,0.000528272
209,2756.03,0.65031,0.3705,0.85965,0.96069,0.80692,0.89403,0.72403,0.70042,0.39755,0.90177,0.000522771,0.000522771,0.000522771
210,2769.1,0.64795,0.36131,0.85006,0.94868,0.78902,0.89415,0.7343,0.69704,0.39855,0.89889,0.00051727,0.00051727,0.00051727
211,2782.18,0.63512,0.35992,0.85326,0.8983,0.82791,0.89935,0.73806,0.69514,0.39967,0.8968,0.000511769,0.000511769,0.000511769
212,2795.23,0.64048,0.35789,0.85456,0.89104,0.83823,0.89592,0.73458,0.69871,0.40354,0.89972,0.000506268,0.000506268,0.000506268
213,2808.28,0.64152,0.35957,0.85708,0.8103,0.87463,0.8952,0.73381,0.70167,0.40512,0.89863,0.000500767,0.000500767,0.000500767
214,2821.29,0.63795,0.36401,0.85431,0.93577,0.77487,0.88745,0.73542,0.69868,0.39916,0.90074,0.000495266,0.000495266,0.000495266
215,2834.37,0.63453,0.36059,0.8527,0.8726,0.7746,0.87483,0.71942,0.69957,0.39862,0.89811,0.000489765,0.000489765,0.000489765
216,2847.46,0.63653,0.35454,0.85177,0.87778,0.8326,0.84958,0.69591,0.70414,0.40024,0.89863,0.000484263,0.000484263,0.000484263
217,2860.59,0.63707,0.36141,0.85898,0.87201,0.84264,0.87948,0.72104,0.69488,0.39738,0.89782,0.000478762,0.000478762,0.000478762
218,2873.63,0.63621,0.36055,0.851,0.92149,0.77568,0.86452,0.71738,0.70118,0.40124,0.8987,0.000473261,0.000473261,0.000473261
219,2886.71,0.64367,0.3598,0.85508,0.87244,0.83094,0.87507,0.72299,0.69642,0.39767,0.89443,0.00046776,0.00046776,0.00046776
220,2899.75,0.63217,0.35213,0.85046,0.87501,0.84729,0.85633,0.70793,0.69339,0.39828,0.89464,0.000462259,0.000462259,0.000462259
221,2912.8,0.63334,0.35545,0.85134,0.87703,0.77656,0.85934,0.71155,0.69423,0.39741,0.89506,0.000456758,0.000456758,0.000456758
222,2925.84,0.62369,0.34573,0.84752,0.85834,0.83812,0.88179,0.72581,0.69626,0.39603,0.89714,0.000451257,0.000451257,0.000451257
223,2938.91,0.63571,0.35259,0.85349,0.87582,0.83258,0.87704,0.71297,0.69933,0.3959,0.89869,0.000445756,0.000445756,0.000445756
224,2951.92,0.62636,0.34758,0.85072,0.85735,0.84459,0.88338,0.73116,0.69486,0.39474,0.89555,0.000440255,0.000440255,0.000440255
225,2965.09,0.62586,0.3522,0.84986,0.93145,0.83983,0.88698,0.73086,0.69661,0.39719,0.89857,0.000434754,0.000434754,0.000434754
226,2978.17,0.62956,0.3513,0.85114,0.86714,0.84895,0.87792,0.7189,0.69845,0.39542,0.8991,0.000429253,0.000429253,0.000429253
227,2991.22,0.6236,0.35125,0.85192,0.92446,0.76285,0.87105,0.71644,0.70068,0.39666,0.89903,0.000423751,0.000423751,0.000423751
228,3004.28,0.6339,0.35314,0.85265,0.92573,0.78003,0.87679,0.72079,0.69569,0.39684,0.89707,0.00041825,0.00041825,0.00041825
229,3017.36,0.62923,0.35246,0.85187,0.93428,0.77169,0.88382,0.72648,0.69549,0.39712,0.8978,0.000412749,0.000412749,0.000412749
230,3030.42,0.62569,0.35083,0.8521,0.89271,0.83743,0.88456,0.72153,0.69927,0.39765,0.90102,0.000407248,0.000407248,0.000407248
231,3043.51,0.6215,0.34535,0.84707,0.85692,0.84794,0.87301,0.71723,0.69428,0.39329,0.89714,0.000401747,0.000401747,0.000401747
232,3056.53,0.62906,0.34925,0.8523,0.93363,0.83642,0.90646,0.74069,0.69258,0.39167,0.89775,0.000396246,0.000396246,0.000396246
233,3069.59,0.62166,0.34778,0.84584,0.87473,0.84578,0.87486,0.72647,0.69993,0.39751,0.90084,0.000390745,0.000390745,0.000390745
234,3082.62,0.62008,0.34431,0.84785,0.89636,0.82992,0.87839,0.71197,0.69629,0.39389,0.89838,0.000385244,0.000385244,0.000385244
235,3095.7,0.62011,0.34254,0.84639,0.8795,0.84556,0.8884,0.72803,0.69218,0.39418,0.89423,0.000379743,0.000379743,0.000379743
236,3108.73,0.61813,0.34336,0.84443,0.93481,0.77632,0.88387,0.73064,0.69229,0.39339,0.89401,0.000374242,0.000374242,0.000374242
237,3121.9,0.61628,0.34624,0.85003,0.87765,0.84312,0.88774,0.72581,0.69237,0.39335,0.89577,0.00036874,0.00036874,0.00036874
238,3134.95,0.61113,0.33801,0.84464,0.96031,0.82286,0.8928,0.74626,0.68817,0.39151,0.89653,0.000363239,0.000363239,0.000363239
239,3147.98,0.60954,0.33738,0.84351,0.88365,0.84603,0.88504,0.73785,0.68829,0.39215,0.89441,0.000357738,0.000357738,0.000357738
240,3161.05,0.61258,0.34259,0.84529,0.887,0.84017,0.88794,0.73941,0.68668,0.39252,0.89431,0.000352237,0.000352237,0.000352237
241,3174.08,0.61886,0.34866,0.84667,0.88836,0.83757,0.88862,0.73229,0.68998,0.39505,0.89671,0.000346736,0.000346736,0.000346736
242,3187.1,0.61292,0.34234,0.84484,0.86346,0.84947,0.8847,0.7342,0.69038,0.3892,0.89879,0.000341235,0.000341235,0.000341235
243,3200.19,0.59924,0.33494,0.8456,0.89614,0.83267,0.87478,0.73174,0.68974,0.39284,0.89785,0.000335734,0.000335734,0.000335734
244,3213.24,0.60376,0.33446,0.84159,0.89005,0.83967,0.87811,0.7257,0.68719,0.3949,0.89641,0.000330233,0.000330233,0.000330233
245,3226.32,0.61027,0.34024,0.84836,0.89522,0.82624,0.88335,0.72898,0.68574,0.39468,0.89735,0.000324732,0.000324732,0.000324732
246,3239.4,0.61362,0.34542,0.84727,0.88757,0.82077,0.88721,0.72822,0.68639,0.392,0.89782,0.000319231,0.000319231,0.000319231
247,3252.47,0.6086,0.33467,0.8403,0.89964,0.83122,0.88749,0.72958,0.69056,0.39617,0.89869,0.000313729,0.000313729,0.000313729
248,3265.62,0.60243,0.34194,0.84594,0.89551,0.82783,0.88642,0.74029,0.68876,0.39573,0.89687,0.000308228,0.000308228,0.000308228
249,3278.65,0.60147,0.3341,0.84316,0.89776,0.8213,0.87489,0.73157,0.69088,0.39789,0.89842,0.000302727,0.000302727,0.000302727
250,3291.7,0.6056,0.34041,0.84857,0.90141,0.82546,0.88199,0.72944,0.68654,0.39605,0.89641,0.000297226,0.000297226,0.000297226
251,3304.76,0.60832,0.33795,0.84518,0.89577,0.82447,0.88947,0.74382,0.68729,0.39556,0.89784,0.000291725,0.000291725,0.000291725
252,3317.79,0.60317,0.33726,0.84511,0.89396,0.83457,0.88191,0.73581,0.68895,0.39579,0.89935,0.000286224,0.000286224,0.000286224
253,3330.8,0.60024,0.33397,0.84311,0.88449,0.84193,0.87438,0.73256,0.68946,0.39598,0.89909,0.000280723,0.000280723,0.000280723
254,3343.84,0.60936,0.33398,0.84578,0.93986,0.84281,0.89198,0.74189,0.68742,0.39192,0.8981,0.000275222,0.000275222,0.000275222
255,3356.92,0.60706,0.34059,0.85087,0.9609,0.82487,0.89246,0.74388,0.68219,0.39335,0.89657,0.000269721,0.000269721,0.000269721
256,3369.95,0.59999,0.33213,0.84326,0.96151,0.82616,0.89752,0.73989,0.68458,0.39034,0.89889,0.00026422,0.00026422,0.00026422
257,3382.98,0.59182,0.32462,0.84062,0.96891,0.80185,0.9004,0.7415,0.68711,0.39125,0.89763,0.000258718,0.000258718,0.000258718
258,3396.02,0.59599,0.3319,0.84091,0.95819,0.81293,0.9009,0.73891,0.68878,0.39213,0.89775,0.000253217,0.000253217,0.000253217
259,3409.26,0.59862,0.33267,0.84455,0.9566,0.82464,0.9068,0.73899,0.69085,0.39016,0.90001,0.000247716,0.000247716,0.000247716
260,3422.24,0.59375,0.33003,0.84413,0.95983,0.82612,0.89132,0.73608,0.69011,0.38922,0.90127,0.000242215,0.000242215,0.000242215
261,3435.3,0.59821,0.33296,0.84141,0.87895,0.82959,0.88103,0.73159,0.68776,0.39247,0.90066,0.000236714,0.000236714,0.000236714
262,3448.31,0.59311,0.33015,0.84256,0.89427,0.83505,0.88514,0.72825,0.68641,0.39169,0.89749,0.000231213,0.000231213,0.000231213
263,3461.36,0.59762,0.32504,0.83824,0.87308,0.84504,0.89791,0.73637,0.68583,0.39135,0.89583,0.000225712,0.000225712,0.000225712
264,3474.39,0.59501,0.33374,0.84059,0.87124,0.84267,0.89616,0.73441,0.68594,0.39434,0.89507,0.000220211,0.000220211,0.000220211
265,3487.4,0.58973,0.32751,0.83667,0.88633,0.84407,0.88956,0.73285,0.6875,0.39497,0.89558,0.00021471,0.00021471,0.00021471
266,3500.42,0.59114,0.32932,0.83889,0.89981,0.83201,0.88807,0.73072,0.68948,0.39233,0.8972,0.000209209,0.000209209,0.000209209
267,3513.46,0.59316,0.33205,0.84122,0.90108,0.82328,0.89187,0.73621,0.68833,0.3908,0.89721,0.000203707,0.000203707,0.000203707
268,3526.52,0.59447,0.33347,0.84654,0.89572,0.83413,0.89306,0.73723,0.68847,0.393,0.89669,0.000198206,0.000198206,0.000198206
269,3539.52,0.58628,0.32518,0.83889,0.89157,0.8373,0.89096,0.73297,0.6871,0.39065,0.89724,0.000192705,0.000192705,0.000192705
270,3552.69,0.5877,0.32538,0.83779,0.89933,0.82659,0.8968,0.73762,0.68708,0.39329,0.89688,0.000187204,0.000187204,0.000187204
271,3565.74,0.58474,0.32367,0.83864,0.94443,0.79555,0.8915,0.74168,0.68733,0.39295,0.89748,0.000181703,0.000181703,0.000181703
272,3578.76,0.58546,0.33217,0.84165,0.89632,0.82315,0.89739,0.73734,0.68838,0.39338,0.89842,0.000176202,0.000176202,0.000176202
273,3591.82,0.58335,0.3237,0.83801,0.89751,0.82976,0.89369,0.73376,0.68952,0.39522,0.89878,0.000170701,0.000170701,0.000170701
274,3604.85,0.5795,0.32358,0.8404,0.95769,0.81839,0.88466,0.73207,0.68891,0.39618,0.8992,0.0001652,0.0001652,0.0001652
275,3617.88,0.58361,0.32237,0.8377,0.95967,0.80162,0.87543,0.73322,0.68824,0.39787,0.89975,0.000159699,0.000159699,0.000159699
276,3630.93,0.59102,0.32603,0.84069,0.88998,0.83874,0.87485,0.72512,0.68727,0.3977,0.90005,0.000154198,0.000154198,0.000154198
277,3643.97,0.59008,0.32509,0.84261,0.8889,0.83915,0.89886,0.74559,0.68812,0.39636,0.89911,0.000148696,0.000148696,0.000148696
278,3656.96,0.57738,0.31774,0.83555,0.90143,0.82659,0.90321,0.74153,0.68851,0.39633,0.89706,0.000143195,0.000143195,0.000143195
279,3670.02,0.59461,0.32817,0.84508,0.87498,0.87715,0.91028,0.74626,0.6878,0.39491,0.89666,0.000137694,0.000137694,0.000137694
280,3683.05,0.57793,0.31955,0.83707,0.8733,0.87499,0.90864,0.74333,0.6856,0.39325,0.89809,0.000132193,0.000132193,0.000132193
281,3696.22,0.57695,0.32034,0.8398,0.88677,0.84193,0.89347,0.73232,0.6864,0.39491,0.8993,0.000126692,0.000126692,0.000126692
282,3709.25,0.57775,0.31823,0.83969,0.89835,0.83201,0.8803,0.7258,0.68562,0.39442,0.89883,0.000121191,0.000121191,0.000121191
283,3722.35,0.57635,0.31895,0.83886,0.89106,0.8383,0.87128,0.72386,0.68569,0.39438,0.89815,0.00011569,0.00011569,0.00011569
284,3735.4,0.58181,0.32566,0.84057,0.88519,0.84291,0.8823,0.72692,0.68361,0.3934,0.89672,0.000110189,0.000110189,0.000110189
285,3748.45,0.5806,0.32095,0.83895,0.8822,0.8457,0.89796,0.73723,0.68615,0.39472,0.89845,0.000104688,0.000104688,0.000104688
286,3761.5,0.5737,0.31692,0.83611,0.95005,0.8348,0.90913,0.74936,0.6864,0.3941,0.89888,9.91865e-05,9.91865e-05,9.91865e-05
287,3774.61,0.58445,0.32607,0.83854,0.95056,0.83429,0.91171,0.75487,0.68602,0.39463,0.89892,9.36854e-05,9.36854e-05,9.36854e-05
288,3787.98,0.565,0.31399,0.83838,0.8608,0.85198,0.90914,0.74342,0.68593,0.39324,0.89782,8.81843e-05,8.81843e-05,8.81843e-05
289,3801.01,0.58562,0.32205,0.8382,0.92986,0.77516,0.90383,0.73818,0.68516,0.39402,0.89763,8.26832e-05,8.26832e-05,8.26832e-05
290,3814.03,0.57827,0.32378,0.84232,0.85944,0.85212,0.89847,0.73601,0.68559,0.3951,0.89672,7.71821e-05,7.71821e-05,7.71821e-05
291,3827.36,0.56799,0.30649,0.83495,0.86914,0.84068,0.89651,0.72551,0.693,0.40007,0.89954,7.1681e-05,7.1681e-05,7.1681e-05
292,3840.43,0.55564,0.29992,0.83141,0.87013,0.82934,0.89673,0.7242,0.69608,0.40117,0.90027,6.61799e-05,6.61799e-05,6.61799e-05
293,3853.39,0.54663,0.2973,0.83142,0.86517,0.84226,0.89123,0.72446,0.69274,0.39912,0.90047,6.06788e-05,6.06788e-05,6.06788e-05
294,3866.29,0.54745,0.29782,0.82924,0.86703,0.83981,0.89533,0.72499,0.69287,0.39902,0.90037,5.51777e-05,5.51777e-05,5.51777e-05
295,3879.22,0.54465,0.29735,0.83003,0.86617,0.8419,0.89933,0.73255,0.69222,0.39735,0.90031,4.96766e-05,4.96766e-05,4.96766e-05
296,3892.1,0.54287,0.29483,0.82869,0.86871,0.83933,0.90206,0.7452,0.69148,0.39711,0.89976,4.41755e-05,4.41755e-05,4.41755e-05
297,3904.99,0.54169,0.29291,0.82977,0.87051,0.84366,0.90456,0.73828,0.69185,0.39676,0.89989,3.86744e-05,3.86744e-05,3.86744e-05
298,3917.96,0.54198,0.2957,0.83091,0.8716,0.84524,0.90815,0.7422,0.69146,0.39647,0.8987,3.31733e-05,3.31733e-05,3.31733e-05
299,3930.9,0.54089,0.29387,0.82732,0.86833,0.84486,0.90509,0.73339,0.69153,0.39602,0.89934,2.76722e-05,2.76722e-05,2.76722e-05
300,3943.83,0.5394,0.29469,0.82733,0.86566,0.84516,0.9084,0.74284,0.69079,0.39767,0.89927,2.21711e-05,2.21711e-05,2.21711e-05
